,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1126,Unlabeled 1126,Unlabeled 1126,Unlabeled 1127,Unlabeled 1127,Unlabeled 1127,Unlabeled 1128,Unlabeled 1128,Unlabeled 1128,Unlabeled 1129,Unlabeled 1129,Unlabeled 1129,Unlabeled 1130,Unlabeled 1130,Unlabeled 1130,Unlabeled 1131,Unlabeled 1131,Unlabeled 1131,Unlabeled 1132,Unlabeled 1132,Unlabeled 1132,Unlabeled 1133,Unlabeled 1133,Unlabeled 1133,Unlabeled 1134,Unlabeled 1134,Unlabeled 1134,Unlabeled 1135,Unlabeled 1135,Unlabeled 1135,Unlabeled 1136,Unlabeled 1136,Unlabeled 1136
,ID,"1C4CCB1897AA411F1","1C4CCB1897AA411F1","1C4CCB1897AA411F1","2C4CCB1897AA411F1","2C4CCB1897AA411F1","2C4CCB1897AA411F1","8C4CCB1897AA411F1","8C4CCB1897AA411F1","8C4CCB1897AA411F1","118C4CCB1897AA411F1","118C4CCB1897AA411F1","118C4CCB1897AA411F1","119C4CCB1897AA411F1","119C4CCB1897AA411F1","119C4CCB1897AA411F1","11AC4CCB1897AA411F1","11AC4CCB1897AA411F1","11AC4CCB1897AA411F1","11FC4CCB1897AA411F1","11FC4CCB1897AA411F1","11FC4CCB1897AA411F1","122C4CCB1897AA411F1","122C4CCB1897AA411F1","122C4CCB1897AA411F1","18CC4CCB1897AA411F1","18CC4CCB1897AA411F1","18CC4CCB1897AA411F1","1A8C4CCB1897AA411F1","1A8C4CCB1897AA411F1","1A8C4CCB1897AA411F1","1A9C4CCB1897AA411F1","1A9C4CCB1897AA411F1","1A9C4CCB1897AA411F1"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
38,0.190000,257.761749,258.338043,85.220474,323.231384,258.356079,85.712463,290.372955,258.276184,85.764305,250.560547,209.905029,85.196098,264.972351,181.468658,84.796181,266.896362,208.570160,85.598633,330.001312,209.071167,86.633522,314.814026,208.716400,85.767334,316.030518,181.149475,85.301956,,,,,,
39,0.195000,257.762604,258.326752,85.219276,323.201416,258.375854,85.790390,290.371277,258.273102,85.760139,250.620010,209.914276,85.201141,265.049957,181.186722,84.648926,266.895111,208.567352,85.596123,330.002014,209.071777,86.624603,314.787567,208.700378,85.781273,315.999725,181.165237,85.325348,,,,,,
40,0.200000,257.765015,258.327087,85.214973,323.123199,258.378387,85.654373,290.368439,258.273438,85.763702,250.608826,209.919144,85.192909,264.993927,181.324905,84.765045,266.900452,208.569458,85.596390,330.004669,209.067154,86.636772,314.786194,208.693298,85.777267,316.015289,181.161118,85.319969,,,,,,
41,0.205000,257.848999,258.009216,85.018082,323.135834,258.359863,85.580994,290.369019,258.278107,85.761024,250.595566,209.917953,85.193314,264.979309,181.442062,84.793137,266.896057,208.576111,85.599648,329.994629,209.071548,86.634102,314.771454,208.818146,85.833374,316.021942,181.151703,85.322006,,,,,,
42,0.210000,257.801483,258.248108,85.136230,323.010986,258.325195,85.975281,290.370880,258.280151,85.761856,250.388535,209.923462,85.024925,265.075134,181.244247,84.622910,266.888611,208.578934,85.602386,330.001678,209.070419,86.629890,314.785645,208.697037,85.780121,316.019806,181.154129,85.316238,,,,,,
43,0.215000,257.391724,258.480713,85.368690,322.973419,258.371613,85.899879,290.369019,258.277496,85.765419,250.278564,209.796600,85.054520,265.091339,181.191330,84.616959,266.887787,208.579132,85.603653,329.996460,209.077972,86.636200,314.774323,208.817627,85.833412,316.001068,181.158508,85.323067,,,,,,
44,0.220000,257.765656,258.082123,85.116142,322.962616,258.354065,85.842171,290.368317,258.275238,85.763069,250.248993,209.781906,85.064476,264.982422,181.381927,84.781639,266.891266,208.578735,85.603592,330.001801,209.083069,86.635582,314.792938,208.687164,85.781876,316.033142,181.149353,85.316650,,,,,,
45,0.225000,257.808990,258.258423,85.140747,323.188232,258.363312,85.790215,290.361542,258.280945,85.766914,250.370117,209.763977,85.185127,264.973450,181.464401,84.793358,266.890015,208.577728,85.602577,330.001251,209.088806,86.634369,314.786530,208.695007,85.777077,316.022888,181.156647,85.306549,,,,,,
46,0.230000,257.784027,258.337555,85.209885,323.013428,258.343872,85.998695,290.364777,258.276917,85.762718,250.559479,209.901443,85.189484,264.970154,181.478729,84.789154,266.984924,208.528915,85.501266,329.999359,209.085846,86.640709,314.850922,208.396164,85.576073,316.021515,181.156921,85.316231,,,,,,
47,0.235000,257.762939,258.335022,85.226402,323.017365,258.342224,86.019684,290.368683,258.275391,85.762062,250.616486,209.919830,85.195671,265.073486,181.241150,84.626564,266.929474,208.542740,85.564659,330.001068,209.080002,86.640800,314.823425,208.617096,85.700676,316.033630,181.147614,85.303658,,,,,,
