rawData = [
1270,16.41,0.61
1271,16.42,0.63
1272,16.45,0.72
1273,16.45,0.75
1274,16.47,0.63
1275,16.47,0.63
1276,16.46,0.69
1277,16.46,0.71
1278,16.46,0.60
1279,16.46,0.62
1280,16.47,0.70
1281,16.44,0.70
1282,16.44,0.76
1283,16.42,0.61
1284,16.42,0.67
1285,16.39,0.71
1286,16.35,0.77
1287,16.33,0.62
1288,16.34,0.63
1289,16.34,0.70
1290,16.35,0.73
1291,16.34,0.83
1292,16.34,0.62
1293,16.34,0.65
1294,16.32,0.72
1295,16.33,0.75
1296,16.32,0.62
1297,16.29,0.64
1298,16.29,0.73
1299,16.30,0.77
1300,16.27,0.59
1301,16.28,0.65
1302,16.27,0.68
1303,16.25,0.75
1304,16.28,0.61
1305,16.28,0.65
1306,16.27,0.66
1307,16.29,0.71
1308,16.27,0.75
1309,16.25,0.55
1310,16.26,0.62
1311,16.24,0.62
1312,16.25,0.69
1313,16.28,0.53
1314,16.24,0.60
1315,16.26,0.64
1316,16.25,0.68
1317,16.26,0.57
1318,16.27,0.58
1319,16.30,0.64
1320,16.33,0.65
1321,16.30,0.75
1322,16.34,0.57
1323,16.36,0.63
1324,16.41,0.69
1325,16.38,0.73
1326,16.36,0.60
1327,16.36,0.62
1328,16.35,0.66
1329,16.41,0.78
1330,16.35,0.59
1331,16.45,0.68
1332,16.40,0.67
1333,16.33,0.74
1334,16.36,0.56
1335,16.45,0.59
1336,16.36,0.64
1337,16.41,0.71
1338,16.38,0.75
1339,16.35,0.56
1340,16.36,0.63
1341,16.33,0.67
1342,16.36,0.77
1343,16.33,0.57
1344,16.34,0.62
1345,16.31,0.69
1346,16.33,0.70
1347,16.34,0.60
1348,16.34,0.64
1349,16.34,0.71
1350,16.34,0.78
1351,16.33,0.61
1352,16.33,0.66
1353,16.31,0.70
1354,16.32,0.72
1355,16.36,0.59
1356,16.38,0.62
1357,16.34,0.68
1358,16.34,0.71
1359,16.36,0.60
